name,count,total_sec,avg_ms,min_ms,max_ms
preprocess.load,2,0.00038836337625980377,0.19418168812990189,0.13012532144784927,0.2582380548119545
preprocess.clean,2,5.410145968198776e-05,0.02705072984099388,0.012240372598171234,0.04186108708381653
preprocess.chunk,2,5.948357284069061e-06,0.0029741786420345306,0.0013792887330055237,0.004569068551063538
preprocess.chunk_per_chunk,2,2.7799978852272034e-06,0.0013899989426136017,0.0010896474123001099,0.0016903504729270935
preprocessing_documents,2,8.644256740808487e-05,0.043221283704042435,0.034040771424770355,0.052401795983314514
preprocessing_total_run,1,0.0024241991341114044,2.4241991341114044,2.4241991341114044,2.4241991341114044
baseline.preprocess_total,1,0.002490732818841934,2.490732818841934,2.490732818841934,2.490732818841934
embedding.tokenize,1,0.0018605217337608337,1.8605217337608337,0.0,0.0
embedding.forward,1,0.19701752066612244,197.01752066612244,0.0,0.0
embedding_corpus,1,0.1993037573993206,199.3037573993206,199.3037573993206,199.3037573993206
baseline.embed_total,1,0.1996782384812832,199.6782384812832,199.6782384812832,199.6782384812832
context_store_vectorstore,1,4.71062958240509e-06,0.00471062958240509,0.00471062958240509,0.00471062958240509
baseline.index_total,1,3.1910836696624756e-05,0.031910836696624756,0.031910836696624756,0.031910836696624756
baseline.eval_total,1,8.307397365570068e-07,0.0008307397365570068,0.0008307397365570068,0.0008307397365570068
baseline.pipeline_total_run,1,51.216283068060875,51216.283068060875,51216.283068060875,51216.283068060875
