name,count,total_sec,avg_ms,min_ms,max_ms
preprocess.load,1,0.0001992369070649147,0.1992369070649147,0.1992369070649147,0.1992369070649147
preprocess.clean,1,1.408066600561142e-05,0.01408066600561142,0.01408066600561142,0.01408066600561142
preprocess.chunk,1,3.820285201072693e-06,0.003820285201072693,0.003820285201072693,0.003820285201072693
preprocess.chunk_per_chunk,1,2.0498409867286682e-06,0.002049840986728668,0.002049840986728668,0.002049840986728668
preprocessing_documents,1,3.521144390106201e-05,0.03521144390106201,0.03521144390106201,0.03521144390106201
preprocessing_total_run,1,0.002353658899664879,2.353658899664879,2.353658899664879,2.353658899664879
baseline.preprocess_total,1,0.0023931609466671944,2.3931609466671944,2.3931609466671944,2.3931609466671944
embedding.tokenize,1,0.0012685731053352356,1.2685731053352356,0.0,0.0
embedding.forward,1,0.165096671320498,165.096671320498,0.0,0.0
embedding_corpus,1,0.1914419438689947,191.4419438689947,191.4419438689947,191.4419438689947
baseline.embed_total,1,0.19185309763997793,191.85309763997793,191.85309763997793,191.85309763997793
context_store_vectorstore,1,4.639849066734314e-06,0.004639849066734314,0.004639849066734314,0.004639849066734314
baseline.index_total,1,3.529060631990433e-05,0.03529060631990433,0.03529060631990433,0.03529060631990433
baseline.eval_total,1,6.901100277900696e-07,0.0006901100277900696,0.0006901100277900696,0.0006901100277900696
baseline.pipeline_total_run,1,51.177653113380075,51177.653113380075,51177.653113380075,51177.653113380075
