name,count,total_sec,avg_ms,min_ms,max_ms
preprocess.load,2,0.00322914682328701,1.614573411643505,0.1902058720588684,3.038940951228142
preprocess.clean,2,5.9711746871471405e-05,0.029855873435735703,0.0017900019884109497,0.057921744883060455
preprocess.chunk,2,6.949529051780701e-06,0.0034747645258903503,0.001239590346813202,0.005709938704967499
preprocess.chunk_per_chunk,2,4.460103809833527e-06,0.0022300519049167633,0.0010207295417785645,0.003439374268054962
preprocessing_documents,2,9.375344961881638e-05,0.04687672480940819,0.011550262570381165,0.08220318704843521
preprocessing_total_run,1,0.005531603470444679,5.531603470444679,5.531603470444679,5.531603470444679
baseline.preprocess_total,1,0.005576075054705143,5.576075054705143,5.576075054705143,5.576075054705143
embedding.tokenize,1,0.001593322493135929,1.593322493135929,0.0,0.0
embedding.forward,1,0.18564072251319885,185.64072251319885,0.0,0.0
embedding_corpus,1,0.18764647003263235,187.64647003263235,187.64647003263235,187.64647003263235
baseline.embed_total,1,0.1880193231627345,188.0193231627345,188.0193231627345,188.0193231627345
context_store_vectorstore,1,4.979781806468964e-06,0.004979781806468964,0.004979781806468964,0.004979781806468964
baseline.index_total,1,3.37725505232811e-05,0.0337725505232811,0.0337725505232811,0.0337725505232811
baseline.eval_total,1,6.295740604400635e-07,0.0006295740604400635,0.0006295740604400635,0.0006295740604400635
baseline.pipeline_total_run,1,51.186054355464876,51186.054355464876,51186.054355464876,51186.054355464876
