name,count,total_sec,avg_ms,min_ms,max_ms
preprocess.load,2,0.0002960488200187683,0.14802441000938416,0.11558271944522858,0.18046610057353973
preprocess.clean,2,4.227086901664734e-05,0.02113543450832367,0.002250075340270996,0.04002079367637634
preprocess.chunk,2,5.529262125492096e-06,0.002764631062746048,0.0012293457984924316,0.004299916326999664
preprocess.chunk_per_chunk,2,2.9299408197402954e-06,0.0014649704098701477,0.0009005889296531677,0.0020293518900871277
preprocessing_documents,2,7.350277155637741e-05,0.036751385778188705,0.011920928955078125,0.061581842601299286
preprocessing_total_run,1,0.0034098848700523376,3.4098848700523376,3.4098848700523376,3.4098848700523376
baseline.preprocess_total,1,0.0034506358206272125,3.4506358206272125,3.4506358206272125,3.4506358206272125
embedding.tokenize,1,0.0015019206330180168,1.5019206330180168,0.0,0.0
embedding.forward,1,0.19049249216914177,190.49249216914177,0.0,0.0
embedding_corpus,1,0.1923376638442278,192.3376638442278,192.3376638442278,192.3376638442278
baseline.embed_total,1,0.19269873574376106,192.69873574376106,192.69873574376106,192.69873574376106
context_store_vectorstore,1,4.200264811515808e-06,0.004200264811515808,0.004200264811515808,0.004200264811515808
baseline.index_total,1,3.144051879644394e-05,0.03144051879644394,0.03144051879644394,0.03144051879644394
baseline.eval_total,1,8.307397365570068e-07,0.0008307397365570068,0.0008307397365570068,0.0008307397365570068
baseline.pipeline_total_run,1,51.21955961268395,51219.55961268395,51219.55961268395,51219.55961268395
