name,count,total_sec,avg_ms,min_ms,max_ms
preprocess.load,2,0.00036307238042354584,0.18153619021177292,0.12955442070960999,0.23351795971393585
preprocess.clean,2,8.14627856016159e-05,0.04073139280080795,0.03307126462459564,0.048391520977020264
preprocess.chunk,2,7.4999406933784485e-06,0.0037499703466892242,0.003200024366378784,0.004299916326999664
preprocess.chunk_per_chunk,3,3.6293640732765198e-06,0.0012097880244255066,0.0007301568984985352,0.0017797574400901794
preprocessing_documents,2,0.00011755432933568954,0.05877716466784477,0.050282105803489685,0.06727222353219986
preprocessing_total_run,1,0.0025650151073932648,2.5650151073932648,2.5650151073932648,2.5650151073932648
baseline.preprocess_total,1,0.002629677765071392,2.629677765071392,2.629677765071392,2.629677765071392
embedding.tokenize,1,0.0022138142958283424,2.2138142958283424,0.0,0.0
embedding.forward,1,0.25206478871405125,252.06478871405125,0.0,0.0
embedding_corpus,1,0.2551995636895299,255.1995636895299,255.1995636895299,255.1995636895299
baseline.embed_total,1,0.2556858388707042,255.68583887070417,255.68583887070417,255.68583887070417
context_store_vectorstore,1,6.949529051780701e-06,0.006949529051780701,0.006949529051780701,0.006949529051780701
baseline.index_total,1,4.526134580373764e-05,0.04526134580373764,0.04526134580373764,0.04526134580373764
baseline.eval_total,1,7.292255759239197e-07,0.0007292255759239197,0.0007292255759239197,0.0007292255759239197
baseline.pipeline_total_run,1,51.183857512660325,51183.857512660325,51183.857512660325,51183.857512660325
