name,count,total_sec,avg_ms,min_ms,max_ms
preprocess.load,1,0.00022636819630861282,0.22636819630861282,0.22636819630861282,0.22636819630861282
preprocess.clean,1,4.92120161652565e-05,0.0492120161652565,0.0492120161652565,0.0492120161652565
preprocess.chunk,1,4.219822585582733e-06,0.004219822585582733,0.004219822585582733,0.004219822585582733
preprocess.chunk_per_chunk,1,1.83936208486557e-06,0.00183936208486557,0.00183936208486557,0.00183936208486557
preprocessing_documents,1,7.13123008608818e-05,0.0713123008608818,0.0713123008608818,0.0713123008608818
preprocessing_total_run,1,0.002430311404168606,2.430311404168606,2.430311404168606,2.430311404168606
baseline.preprocess_total,1,0.0024687228724360466,2.4687228724360466,2.4687228724360466,2.4687228724360466
embedding.tokenize,1,0.001545032486319542,1.545032486319542,0.0,0.0
embedding.forward,1,0.1735170464962721,173.5170464962721,0.0,0.0
embedding_corpus,1,0.19144304376095533,191.44304376095533,191.44304376095533,191.44304376095533
baseline.embed_total,1,0.19186286721378565,191.86286721378565,191.86286721378565,191.86286721378565
context_store_vectorstore,1,4.890374839305878e-06,0.004890374839305878,0.004890374839305878,0.004890374839305878
baseline.index_total,1,3.397185355424881e-05,0.03397185355424881,0.03397185355424881,0.03397185355424881
baseline.eval_total,1,6.50063157081604e-07,0.000650063157081604,0.000650063157081604,0.000650063157081604
baseline.pipeline_total_run,1,51.178380518220365,51178.380518220365,51178.380518220365,51178.380518220365
