name,count,total_sec,avg_ms,min_ms,max_ms
embedding.tokenize,5,0.0032411348074674606,0.6482269614934921,0.0,0.0
embedding.forward,5,0.20500882901251316,41.00176580250263,0.0,0.0
embedding_query,5,0.2094875294715166,41.89750589430332,9.572658687829971,106.46739415824413
context_load_vectorstore,2,6.629247218370438e-05,0.03314623609185219,0.031781382858753204,0.03451108932495117
context_load_memory.stm,2,9.859912097454071e-06,0.0049299560487270355,0.0,0.0
context_load_memory.ltm,2,0.0001252656802535057,0.06263284012675285,0.0,0.0
context_load_memory.em,2,2.16066837310791e-06,0.001080334186553955,0.0,0.0
context_load_memory,2,0.0001701870933175087,0.08509354665875435,0.019371509552001953,0.15081558376550674
context_build_total,2,0.026381149888038635,13.190574944019318,9.912912733852863,16.468237154185772
llm.generate,2,13.608508608303964,6804.254304151982,6301.671387627721,7306.837220676243
context_store_memory,4,0.00023853126913309097,0.05963281728327274,0.012450851500034332,0.12092478573322296
