name,count,total_sec,avg_ms,min_ms,max_ms
embedding.tokenize,3,0.0028667086735367775,0.9555695578455925,0.0,0.0
embedding.forward,3,0.16504246182739735,55.01415394246578,0.0,0.0
embedding_query,3,0.16882374323904514,56.27458107968172,20.3005513176322,106.44322354346514
context_load_vectorstore,1,2.856086939573288e-05,0.02856086939573288,0.02856086939573288,0.02856086939573288
context_load_memory.stm,1,1.6298145055770874e-06,0.0016298145055770874,0.0,0.0
context_load_memory.ltm,1,1.3997778296470642e-06,0.0013997778296470642,0.0,0.0
context_load_memory.em,1,1.4901161193847656e-06,0.0014901161193847656,0.0,0.0
context_load_memory,1,1.677032560110092e-05,0.01677032560110092,0.01677032560110092,0.01677032560110092
context_build_total,1,0.020514088682830334,20.514088682830334,20.514088682830334,20.514088682830334
llm.generate,1,7.142806597054005,7142.806597054005,7142.806597054005,7142.806597054005
context_store_memory,2,0.0001639965921640396,0.0819982960820198,0.02817157655954361,0.135825015604496
