name,count,total_sec,avg_ms,min_ms,max_ms
embedding.tokenize,6,0.004627883434295654,0.7713139057159424,0.0,0.0
embedding.forward,6,0.3987169312313199,66.45282187188666,0.0,0.0
embedding_query,5,0.27561930660158396,55.12386132031679,9.418307803571224,130.21565042436123
preprocess.load,2,0.00040761660784482956,0.20380830392241478,0.14553498476743698,0.2620816230773926
preprocess.clean,2,5.265232175588608e-05,0.02632616087794304,0.006340444087982178,0.0463118776679039
preprocess.chunk,2,3.6908313632011414e-06,0.0018454156816005707,0.0013103708624839783,0.002380460500717163
preprocess.chunk_per_chunk,2,3.320164978504181e-06,0.0016600824892520905,0.0010598450899124146,0.0022603198885917664
preprocessing_documents,2,7.932353764772415e-05,0.039661768823862076,0.02424139529466629,0.05508214235305786
preprocessing_total_run,1,0.024573453702032566,24.573453702032566,24.573453702032566,24.573453702032566
embedding_corpus,1,0.12936034705489874,129.36034705489874,129.36034705489874,129.36034705489874
context_store_vectorstore,1,2.0129606127738953e-05,0.020129606127738953,0.020129606127738953,0.020129606127738953
context_load_vectorstore,2,0.0001997668296098709,0.09988341480493546,0.08505303412675858,0.11471379548311234
context_load_memory.stm,2,8.628703653812408e-06,0.004314351826906204,0.0,0.0
context_load_memory.ltm,2,9.876582771539688e-05,0.04938291385769844,0.0,0.0
context_load_memory.em,2,5.360692739486694e-06,0.002680346369743347,0.0,0.0
context_load_memory,2,0.00014144554734230042,0.07072277367115021,0.014291144907474518,0.1271544024348259
context_build_total,2,0.06844215001910925,34.221075009554625,9.695467539131641,58.74668247997761
llm.generate,2,13.550178117118776,6775.089058559388,6473.611885681748,7076.566231437027
context_store_memory,4,0.00023623835295438766,0.059059588238596916,0.012240372598171234,0.12719538062810898
