name,count,total_sec,avg_ms,min_ms,max_ms
embedding.tokenize,5,0.003622235730290413,0.7244471460580826,0.0,0.0
embedding.forward,5,0.2677825950086117,53.556519001722336,0.0,0.0
embedding_query,5,0.2725873403251171,54.51746806502342,8.14886949956417,130.2666012197733
context_load_vectorstore,2,5.5851414799690247e-05,0.027925707399845123,0.027550384402275085,0.02830103039741516
context_load_memory.stm,2,7.028691470623016e-06,0.003514345735311508,0.0,0.0
context_load_memory.ltm,2,3.890134394168854e-06,0.0019450671970844269,0.0,0.0
context_load_memory.em,2,1.6689300537109375e-06,0.0008344650268554688,0.0,0.0
context_load_memory,2,3.234203904867172e-05,0.01617101952433586,0.015381723642349243,0.01696031540632248
context_build_total,2,0.0646057752892375,32.30288764461875,8.318676613271236,56.28709867596626
llm.generate,2,11.833949757739902,5916.974878869951,5914.641910232604,5919.307847507298
context_store_memory,4,0.0002086162567138672,0.0521540641784668,0.010749325156211853,0.09505264461040497
