name,count,total_sec,avg_ms,min_ms,max_ms
embedding.tokenize,3,0.0033713066950440407,1.1237688983480136,0.0,0.0
embedding.forward,3,0.3059176728129387,101.9725576043129,0.0,0.0
embedding_query,3,0.3101607421413064,103.38691404710214,38.866288028657436,164.83671125024557
context_load_vectorstore,1,2.941116690635681e-05,0.02941116690635681,0.02941116690635681,0.02941116690635681
context_load_memory.stm,1,1.4398247003555298e-06,0.0014398247003555298,0.0,0.0
context_load_memory.ltm,1,1.5906989574432373e-06,0.0015906989574432373,0.0,0.0
context_load_memory.em,1,9.099021553993225e-07,0.0009099021553993225,0.0,0.0
context_load_memory,1,1.5350058674812317e-05,0.015350058674812317,0.015350058674812317,0.015350058674812317
context_build_total,1,0.16500341892242432,165.00341892242432,165.00341892242432,165.00341892242432
llm.generate,1,7.111330355517566,7111.330355517566,7111.330355517566,7111.330355517566
context_store_memory,2,0.00014167558401823044,0.07083779200911522,0.02686120569705963,0.1148143783211708
