name,count,total_sec,avg_ms,min_ms,max_ms
embedding.tokenize,5,0.004225109703838825,0.845021940767765,0.0,0.0
embedding.forward,5,0.3303550351411104,66.07100702822208,0.0,0.0
embedding_query,5,0.33594753686338663,67.18950737267733,35.66283546388149,130.22806867957115
context_load_vectorstore,2,6.323214620351791e-05,0.03161607310175896,0.030240975320339203,0.03299117088317871
context_load_memory.stm,2,8.310191333293915e-06,0.004155095666646957,0.0,0.0
context_load_memory.ltm,2,5.689449608325958e-06,0.002844724804162979,0.0,0.0
context_load_memory.em,2,4.398636519908905e-06,0.0021993182599544525,0.0,0.0
context_load_memory,2,4.753284156322479e-05,0.023766420781612396,0.017891637980937958,0.029641203582286835
context_build_total,2,0.13458766508847475,67.29383254423738,64.28682338446379,70.30084170401096
llm.generate,2,13.491155112162232,6745.577556081116,6418.757839128375,7072.397273033857
context_store_memory,4,0.00025122053921222687,0.06280513480305672,0.012390315532684326,0.1228945329785347
